id,race,days_b_screening_arrest,c_charge_degree,is_recid,score_text
5647,African-American,-1,M,1,1
5649,Caucasian,-36,F,0,1
5650,African-American,0,F,0,1
5651,Caucasian,-1,F,0,2
5652,African-American,-1,F,1,1
5654,African-American,-1,F,0,2
5655,Caucasian,-1,M,0,1
5657,African-American,0,F,1,3
5658,African-American,0,F,1,2
5659,Caucasian,-30,M,0,2
5660,Caucasian,-1,F,0,2
5664,African-American,0,F,0,1
5665,Caucasian,-11,F,0,1
5666,Caucasian,-1,F,1,1
5667,Hispanic,-1,M,1,2
5668,African-American,-1,F,0,2
5669,African-American,0,F,1,3
5670,Caucasian,85,F,1,3
5671,Caucasian,0,F,1,2
5672,Other,-1,M,0,1
5673,African-American,-1,F,1,2
5675,Caucasian,0,M,1,1
5676,Caucasian,-1,M,0,2
5677,Caucasian,0,F,1,1
5678,African-American,-1,F,1,3
5680,African-American,-1,M,1,2
5681,African-American,-1,F,1,3
5684,African-American,0,F,0,1
5685,Hispanic,-1,M,0,2
5686,Caucasian,-3,M,0,1
5687,Caucasian,-1,F,1,3
5689,Caucasian,-11,F,1,1
5691,Caucasian,318,M,0,1
5692,Caucasian,-1,M,1,1
5693,African-American,-1,F,1,2
5695,Caucasian,0,M,0,1
5696,Caucasian,-231,M,1,2
5697,African-American,-1,M,0,1
5698,Hispanic,0,M,0,1
5699,Hispanic,-1,F,0,1
5700,Caucasian,-2,F,1,1
5701,Hispanic,-1,M,1,1
5703,Hispanic,-3,F,0,1
5707,African-American,-167,F,0,1
5711,Caucasian,0,F,1,3
5713,Other,-1,M,1,1
5716,African-American,-1,F,0,1
5717,African-American,-1,M,1,1
5719,African-American,-1,F,0,2
5722,African-American,-1,F,0,1
5723,African-American,250,M,1,2
5724,Caucasian,-1,M,0,1
5725,African-American,0,F,1,1
5726,Caucasian,-1,M,1,1
5727,African-American,-1,F,0,2
5728,African-American,-1,F,0,1
5729,Caucasian,-1,M,1,2
5730,African-American,-1,F,1,3
5731,Caucasian,-175,F,1,2
5732,Caucasian,-1,M,1,2
5733,African-American,0,F,0,1
5735,African-American,-1,F,1,1
5736,Caucasian,0,M,0,1
5738,African-American,-18,F,0,1
5739,African-American,-95,F,1,1
5740,African-American,-1,M,1,2
5741,Caucasian,-1,M,0,1
5742,African-American,-1,F,0,1
5743,Caucasian,-3,M,0,1
5745,African-American,-1,F,0,1
5748,African-American,-1,F,1,2
5749,Asian,-1,M,1,1
5750,African-American,-69,F,1,2
5753,Caucasian,0,M,0,1
5754,African-American,-1,F,1,1
5755,Caucasian,-39,F,0,1
5756,African-American,0,F,0,2
5757,African-American,-1,M,0,1
5759,African-American,-1,F,0,3
5760,Caucasian,-1,M,0,1
5761,Caucasian,-1,F,0,1
5762,Caucasian,-1,M,1,1
5763,Hispanic,0,F,0,1
5765,African-American,-1,F,0,3
5768,African-American,-1,M,0,2
5769,African-American,-1,M,0,1
5772,Caucasian,-2,F,1,2
5773,African-American,-1,F,0,1
5774,Caucasian,-26,F,0,1
5776,Caucasian,0,F,0,1
5778,Hispanic,-228,M,1,3
5779,African-American,-1,M,1,2
5782,Hispanic,-10,F,1,1
5784,Caucasian,-1,F,1,2
5785,African-American,-1,F,0,1
5787,Caucasian,0,M,0,1
5789,Hispanic,-1,M,0,1
5790,Other,,F,0,2
5792,Caucasian,-15,M,1,1
5793,African-American,-1,F,1,1
5795,Caucasian,-1,M,0,1
5797,Hispanic,0,F,0,2
5799,Hispanic,249,M,1,2
5800,African-American,-245,M,0,1
5801,Caucasian,0,F,1,1
5804,African-American,-1,F,1,3
5806,Caucasian,-1,F,1,1
5808,African-American,-1,F,1,2
5809,African-American,-1,M,1,2
5810,African-American,-1,M,1,2
5811,African-American,-1,F,1,2
5812,African-American,-26,F,0,1
5813,African-American,-3,F,1,1
5814,Caucasian,-1,M,1,3
5816,African-American,-1,F,1,2
5817,Caucasian,-1,M,1,2
5818,African-American,-1,F,0,2
5820,Caucasian,-1,F,1,2
5821,Caucasian,0,M,0,2
5824,African-American,0,M,0,1
5825,African-American,-1,F,1,3
5826,Caucasian,0,F,0,1
5827,African-American,-1,M,1,1
5828,African-American,0,F,1,3
5830,Caucasian,-63,F,0,1
5831,African-American,-1,F,0,1
5832,Caucasian,-1,F,0,1
5833,Caucasian,-1,F,0,1
5835,Caucasian,66,M,1,1
5836,African-American,-1,M,1,1
5837,Caucasian,-2,M,0,1
5838,Caucasian,0,M,1,1
5841,Caucasian,,M,0,2
5842,African-American,-1,F,1,3
5846,Hispanic,-6,M,0,1
5847,African-American,-115,F,0,2
5849,African-American,0,M,0,2
5850,Caucasian,-1,M,1,1
5851,Caucasian,-1,F,1,2
5852,African-American,-1,F,0,1
5853,African-American,-1,F,1,1
5854,African-American,-1,M,0,1
5856,African-American,-1,F,1,3
5857,African-American,0,F,0,2
5858,Caucasian,0,M,0,1
5861,Caucasian,468,F,1,2
5863,African-American,0,F,1,1
5864,Hispanic,-1,F,1,2
5865,African-American,-12,F,1,2
5867,Other,-1,M,0,1
5869,Caucasian,-1,F,1,2
5871,Caucasian,0,F,0,1
5873,African-American,-1,F,1,3
5875,African-American,-1,M,1,1
5877,African-American,0,F,1,3
5878,Other,-27,F,1,2
5880,African-American,-1,F,0,1
5881,African-American,0,F,0,2
5882,African-American,-1,F,1,1
5883,Caucasian,-1,F,1,2
5885,Caucasian,-23,F,1,1
5886,Caucasian,0,M,0,1
5887,African-American,-1,F,1,2
5889,African-American,-1,F,1,1
5890,African-American,-1,M,1,1
5891,Caucasian,-1,F,0,1
5892,African-American,-2,F,1,2
5895,Caucasian,0,F,0,1
5896,Caucasian,-32,F,0,1
5898,Caucasian,-1,M,0,1
5899,African-American,-1,F,0,1
5900,Caucasian,-47,F,0,2
5901,Hispanic,597,M,1,2
5902,African-American,-1,F,1,3
5904,African-American,-1,F,1,3
5905,Caucasian,-1,F,1,1
5906,African-American,-1,M,0,2
5907,African-American,-1,F,0,3
5908,Caucasian,-81,M,1,1
5912,Hispanic,-118,F,0,1
5914,African-American,0,F,0,1
5915,Caucasian,-1,F,1,3
5916,African-American,-1,M,1,3
5917,African-American,-1,M,1,1
5918,African-American,43,M,1,2
5921,Caucasian,-1,M,1,1
5923,Caucasian,-1,F,0,1
5924,African-American,,M,1,1
5926,African-American,0,M,0,1
5928,Caucasian,-2,F,0,1
5929,Caucasian,0,F,1,1
5930,Caucasian,-1,F,1,3
5931,Caucasian,-1,F,1,2
5932,Caucasian,74,F,1,3
5933,African-American,-48,F,1,1
5934,African-American,0,F,1,1
5935,African-American,-1,F,1,1
5937,African-American,0,M,1,1
5938,African-American,-1,M,1,1
5939,Caucasian,-1,F,0,1
5942,Caucasian,-1,F,1,2
5943,Other,-1,F,0,1
5946,Hispanic,-1,M,0,1
5947,Caucasian,-1,M,0,1
5948,Caucasian,,M,0,1
5951,Hispanic,-2,F,0,1
5952,African-American,,F,0,3
5953,Hispanic,0,F,0,1
5954,Hispanic,-7,M,0,1
5955,Caucasian,,M,0,2
5957,Other,-1,F,1,3
5958,African-American,-15,F,1,2
5960,Caucasian,-1,M,0,1
5963,Caucasian,-1,F,1,1
5964,African-American,-6,F,0,1
5965,Caucasian,-125,M,1,3
5967,African-American,752,F,1,3
5968,Caucasian,-1,F,1,1
5969,Caucasian,-2,M,1,1
5970,Caucasian,0,F,0,1
5971,Caucasian,-1,F,0,1
5973,Caucasian,11,M,1,1
5974,African-American,-1,F,0,2
5975,Caucasian,-1,F,0,1
5976,Caucasian,-21,F,1,1
5977,African-American,117,F,1,3
5978,African-American,-1,F,0,3
5981,Caucasian,0,M,1,1
5982,African-American,0,F,1,1
5984,African-American,-1,M,0,1
5985,Caucasian,0,M,0,1
5987,Caucasian,0,F,1,2
5988,Caucasian,-1,M,0,1
5989,Caucasian,-2,M,0,1
5990,Hispanic,88,F,1,3
5992,African-American,-1,M,0,1
5993,Caucasian,-1,M,0,1
5994,African-American,-1,F,1,3
5995,Caucasian,-1,F,0,2
5996,African-American,-1,F,1,3
5997,Caucasian,-5,F,0,2
6000,African-American,-1,F,1,2
6001,African-American,0,F,1,3
6002,African-American,-1,M,0,1
6004,Other,-1,F,0,1
6005,Caucasian,-104,F,0,2
6006,African-American,-3,F,0,2
6009,African-American,702,M,0,1
6010,Caucasian,-1,M,0,1
6011,Caucasian,-1,F,0,2
6013,Caucasian,-24,F,0,1
6014,Caucasian,-259,F,1,3
6019,Caucasian,-1,F,1,1
6021,Caucasian,-16,M,1,1
6022,Caucasian,-1,F,1,1
6023,Other,-1,F,0,1
6024,African-American,-166,F,0,1
6027,African-American,-1,F,1,3
6029,African-American,63,F,1,1
6030,African-American,0,F,0,1
6032,African-American,-1,M,0,3
6034,Caucasian,-1,F,1,2
6035,Asian,0,M,0,1
6036,Other,-1,F,0,1
6040,African-American,-1,M,1,3
6041,Caucasian,-1,F,0,1
6042,Caucasian,-1,M,1,1
6043,Caucasian,-1,F,0,1
6044,African-American,-1,F,1,3
6045,Caucasian,,M,0,1
6046,African-American,-1,F,0,1
6047,Caucasian,-1,F,0,2
6048,African-American,0,F,0,3
6051,African-American,-1,M,0,2
6055,African-American,0,F,1,1
6056,Caucasian,-1,F,1,3
6058,Other,-1,F,1,1
6062,Caucasian,-23,F,0,1
6064,Caucasian,-3,M,0,1
6065,African-American,-1,F,0,2
6066,Caucasian,0,M,0,2
6067,African-American,-1,M,1,2
6070,African-American,0,M,1,1
6071,African-American,-1,F,0,1
6073,Caucasian,0,F,0,2
6074,Other,-1,F,0,1
6075,African-American,0,F,1,3
6077,Caucasian,521,F,0,1
6078,Caucasian,-1,F,0,1
6079,African-American,,F,0,2
6080,African-American,-1,M,1,1
6081,Caucasian,-1,M,0,2
6082,African-American,,F,1,2
6083,African-American,-87,F,1,1
6084,African-American,-1,F,0,1
6085,African-American,0,F,0,1
6087,Caucasian,1001,F,0,1
6089,African-American,-1,F,1,2
6094,Caucasian,-1,F,1,3
6095,African-American,-1,M,1,3
6096,African-American,-1,M,1,3
6097,Caucasian,-1,F,1,3
6098,African-American,-49,F,1,2
6099,African-American,,F,1,3
6100,Caucasian,-1,F,1,1
6101,Caucasian,-1,M,0,1
6103,African-American,-414,F,1,2
6105,African-American,-1,F,1,1
6106,African-American,-1,F,0,2
6107,Caucasian,-1,F,0,3
6108,African-American,-1,F,1,2
6109,Caucasian,-1,F,0,1
6110,Caucasian,-1,F,0,1
6111,African-American,0,M,0,1
6112,African-American,0,M,1,1
6113,African-American,-1,M,1,2
6114,Caucasian,-1,F,0,2
6116,African-American,-1,F,1,2
6117,African-American,-1,F,1,3
6118,Caucasian,-98,F,0,2
6119,African-American,,M,0,3
6123,Caucasian,-1,F,0,1
6125,African-American,-1,F,0,1
6127,African-American,-1,M,0,1
6129,African-American,-90,F,0,1
6131,African-American,-1,M,0,1
6133,Caucasian,0,F,0,1
6134,African-American,-59,F,0,1
6135,African-American,0,M,1,1
6137,Caucasian,-1,F,0,1
6139,African-American,,M,0,3
6140,African-American,-1,F,0,3
6143,African-American,-1,F,1,1
6145,African-American,,M,0,2
6146,African-American,-1,M,0,2
6147,African-American,-1,F,1,2
6148,African-American,0,M,0,1
6149,African-American,-1,F,1,2
6150,Caucasian,-1,F,0,1
6152,African-American,-1,M,0,1
6153,African-American,-1,M,0,2
6154,African-American,0,M,0,1
6156,Caucasian,0,M,0,1
6159,African-American,0,F,0,3
6160,African-American,-1,F,1,3
6161,African-American,0,F,0,1
6162,Caucasian,-1,F,0,1
6163,African-American,-309,M,0,2
6164,African-American,-11,F,0,1
6165,Caucasian,-1,M,1,1
6166,Caucasian,-1,M,1,2
6167,African-American,316,M,1,2
6169,Caucasian,-1,F,1,3
6170,African-American,-1,M,1,3
6171,African-American,-4,F,0,1
6172,Caucasian,-1,F,1,2
6173,African-American,-1,M,0,1
6175,African-American,607,F,0,1
6177,African-American,-1,F,0,3
6178,Caucasian,-12,M,0,1
6179,Caucasian,-1,F,1,2
6180,African-American,334,M,1,1
6182,African-American,-1,M,0,2
6183,Caucasian,-1,M,0,2
6185,African-American,-1,F,1,3
6189,Caucasian,-1,F,1,1
6191,African-American,0,F,0,2
6192,Caucasian,-1,F,0,1
6193,African-American,-12,M,0,2
6195,Caucasian,-1,M,1,2
6196,African-American,-1,F,1,3
6198,Caucasian,0,F,0,1
6199,Caucasian,149,M,1,3
6200,Hispanic,0,F,0,1
6201,Caucasian,-8,F,0,1
6202,Hispanic,0,M,1,1
6203,African-American,-1,M,1,1
6205,African-American,-1,F,1,1
6206,Hispanic,-27,F,0,1
6207,African-American,-1,M,1,3
6208,African-American,0,F,0,2
6210,African-American,-1,F,1,3
6212,African-American,0,M,0,1
6213,Caucasian,-55,F,0,1
6215,Other,-1,F,0,1
6216,African-American,-1,F,1,1
6219,African-American,,M,0,3
6221,Caucasian,0,M,0,1
6222,Other,0,F,1,1
6223,Other,-1,M,0,1
6224,Hispanic,0,F,0,1
6226,Caucasian,-1,M,1,1
6227,African-American,,F,1,2
6228,Caucasian,-1,M,0,1
6229,Caucasian,-18,M,1,2
6230,Other,-1,M,0,1
6231,African-American,-1,F,0,2
6234,African-American,,F,0,2
6236,Asian,-1,M,0,1
6238,Hispanic,-1,F,0,1
6239,African-American,-1,F,0,1
6240,African-American,0,F,0,1
6241,Caucasian,-22,M,0,1
6242,Caucasian,-1,M,0,1
6244,Hispanic,-1,F,1,2
6245,Caucasian,-78,F,0,3
6247,African-American,-1,M,1,2
6248,Caucasian,-1,F,0,1
6249,Caucasian,-1,F,1,1
6250,African-American,-1,F,1,3
6251,African-American,0,F,0,1
6256,African-American,-1,M,1,2
6259,Caucasian,0,M,0,1
6260,Caucasian,-1,F,1,3
6264,African-American,-1,F,0,3
6266,African-American,-86,M,0,1
6267,Caucasian,-1,M,1,1
6268,African-American,-1,F,0,1
6271,Caucasian,-1,F,0,1
6274,Hispanic,-1,F,1,3
6278,African-American,0,F,0,1
6280,African-American,-1,M,0,2
6281,Caucasian,-1,F,0,1
6282,Hispanic,-1,F,1,2
6284,African-American,-1,F,0,2
6285,Caucasian,-1,F,1,1
6286,African-American,-1,F,1,3
6287,Caucasian,-1,M,0,1
6289,Caucasian,-1,F,1,2
6292,African-American,-28,M,0,1
6293,African-American,-1,M,0,1
6296,African-American,-1,M,1,2
6297,Caucasian,-1,F,0,2
6299,African-American,-1,M,0,2
6300,African-American,-1,M,0,2
6301,African-American,-1,F,1,1
6302,African-American,-1,M,0,1
6303,Hispanic,-7,M,0,1
6304,African-American,0,F,1,3
6305,African-American,-72,M,0,1
6312,African-American,-1,F,1,2
6314,Caucasian,-1,F,1,2
6315,African-American,-1,F,1,1
6317,Caucasian,0,F,1,2
6319,African-American,-1,M,1,3
6320,African-American,-1,F,1,3
6321,African-American,,M,0,2
6322,Caucasian,-1,F,1,2
6323,Caucasian,-1,M,1,1
6324,Hispanic,-1,F,0,2
6326,Caucasian,-1,M,1,3
6328,African-American,-4,F,0,1
6330,Caucasian,0,M,0,2
6332,African-American,-1,F,1,1
6335,African-American,-1,M,0,1
6336,African-American,0,F,1,3
6337,African-American,-11,F,0,2
6338,African-American,-1,M,1,2
6339,African-American,-1,M,1,2
6341,Other,-1,M,0,1
6344,Caucasian,-76,M,0,2
6345,African-American,-4,F,0,1
6347,African-American,0,F,1,3
6349,African-American,0,F,0,1
6353,African-American,0,M,0,1
6354,Caucasian,0,F,1,1
6356,Hispanic,-23,F,1,1
6359,African-American,-1,F,1,2
6360,Caucasian,-1,F,0,1
6361,African-American,-1,F,0,2
6362,Hispanic,-1,F,1,1
6365,African-American,-1,F,1,3
6367,African-American,0,M,1,2
6368,African-American,-1,F,1,3
6369,Caucasian,,F,0,2
6371,African-American,0,F,1,3
6372,African-American,0,F,1,2
6373,African-American,0,M,1,3
6375,African-American,-1,M,1,2
6376,African-American,0,F,0,1
6377,Caucasian,-1,F,1,2
6378,African-American,379,F,1,2
6379,Caucasian,-1,F,0,2
6380,African-American,0,F,0,2
6381,African-American,0,F,1,2
6382,African-American,-1,F,1,1
6383,Caucasian,-1,M,1,1
6384,African-American,-19,F,1,3
6386,Hispanic,-1,F,1,1
6387,Hispanic,-1,M,0,1
6389,Caucasian,-2,F,1,2
6390,African-American,230,F,0,1
6391,African-American,0,M,1,3
6392,African-American,-22,F,1,1
6393,African-American,-1,M,1,2
6394,African-American,-1,F,0,1
6395,Caucasian,,M,0,1
6396,Caucasian,0,F,0,1
6398,Caucasian,-1,M,0,1
6399,Caucasian,-20,F,0,1
6400,African-American,-1,F,1,1
6401,Caucasian,-1,F,0,1
6402,African-American,-1,M,0,1
6405,Caucasian,,F,0,1
6406,Hispanic,,F,0,2
6409,African-American,-1,F,1,1
6412,Other,-1,F,0,3
6413,African-American,-1,F,1,1
6414,Hispanic,,F,0,2
6415,African-American,,M,0,3
6420,African-American,-1,M,1,3
6422,African-American,-1,F,0,3
6424,Hispanic,-22,M,0,1
6425,African-American,-1,F,0,1
6426,Other,-1,M,1,3
6427,African-American,,M,0,1
6428,Caucasian,-1,M,1,3
6430,African-American,0,M,0,1
6431,Other,-1,F,1,1
6432,Caucasian,-3,F,0,2
6433,Caucasian,-1,F,1,2
6434,Hispanic,,F,0,1
6436,Hispanic,0,M,0,1
6439,African-American,-1,F,1,3
6441,African-American,0,F,0,2
6442,African-American,-1,M,1,2
6443,Caucasian,0,F,0,2
6446,Caucasian,-1,M,1,1
6447,African-American,-1,F,0,1
6448,Caucasian,-1,M,1,2
6449,African-American,-1,M,1,2
6450,African-American,-1,F,0,2
6451,African-American,0,F,1,1
6453,African-American,-1,F,1,3
6458,Hispanic,0,M,0,1
6459,African-American,-1,M,1,2
6462,African-American,-1,F,1,3
6463,African-American,0,F,0,3
6466,Caucasian,0,M,0,1
6467,African-American,0,F,0,2
6468,African-American,0,F,0,1
6469,Other,-1,F,1,1
6470,African-American,0,F,1,2
6471,Caucasian,-1,F,1,3
6473,African-American,0,F,1,2
6475,African-American,,M,0,1
6477,Caucasian,0,F,1,2
6478,Hispanic,0,F,1,1
6480,African-American,-8,F,1,3
6481,African-American,-1,M,1,1
6482,African-American,-1,F,1,1
6483,Caucasian,-13,F,0,1
6484,Caucasian,-6,F,0,1
6485,African-American,-1,F,0,1
6487,African-American,-1,M,0,1
6488,Caucasian,0,M,0,1
6489,African-American,-1,F,1,1
6490,African-American,-1,F,1,2
6491,Caucasian,0,M,1,1
6492,Caucasian,-1,M,0,1
6495,Asian,-1,F,0,1
6496,Caucasian,-1,F,0,1
6497,African-American,-1,M,1,3
6498,Caucasian,,F,0,1
6500,Caucasian,-2,F,0,1
6501,African-American,-1,F,0,1
6502,African-American,0,M,1,2
6503,Hispanic,-1,F,1,1
6504,African-American,197,F,1,3
6505,Caucasian,0,F,0,1
6507,African-American,,M,1,1
6508,African-American,-1,F,0,1
6511,African-American,-1,M,1,2
6512,Caucasian,-1,F,0,1
6513,African-American,64,F,1,1
6514,Caucasian,0,F,0,1
6518,African-American,,M,0,2
6520,African-American,-1,F,0,2
6521,Caucasian,-1,F,1,2
6522,African-American,-1,F,1,1
6524,Caucasian,-1,F,0,1
6525,Caucasian,-2,F,1,1
6526,Hispanic,-1,M,0,1
6527,African-American,-1,M,0,1
6528,African-American,0,F,1,2
6529,Other,-1,F,1,1
6531,African-American,-1,M,1,3
6533,Hispanic,-1,M,0,1
6534,African-American,-1,F,0,2
6535,Caucasian,-1,F,1,1
6536,Caucasian,-3,M,0,1
6537,Caucasian,0,F,1,1
6538,Caucasian,,M,1,1
6539,Other,-1,F,0,1
6541,Caucasian,-31,M,1,3
6546,Hispanic,-1,F,0,3
6547,Hispanic,-1,F,1,2
6548,African-American,-1,F,1,2
6549,African-American,-1,M,1,1
6550,African-American,-1,F,1,2
6551,Caucasian,-1,M,0,1
6552,Caucasian,-26,M,1,1
6553,African-American,561,M,0,2
6554,African-American,-1,F,0,1
6557,African-American,,M,0,2
6558,Caucasian,-14,F,1,1
6560,African-American,-1,F,0,1
6563,Caucasian,-1,M,1,2
6564,Caucasian,-1,F,1,1
6566,African-American,-1,F,1,3
6570,Caucasian,-7,F,0,1
6571,African-American,-1,F,1,3
6572,Caucasian,-23,F,0,1
6573,Other,-1,F,1,1
6574,African-American,-1,F,1,1
6575,Hispanic,367,F,1,1
6577,Caucasian,-1,F,1,1
6578,Caucasian,,F,0,1
6580,Caucasian,0,M,0,1
6583,African-American,-1,F,0,2
6584,Caucasian,-1,F,0,1
6585,African-American,-1,F,1,3
6586,Caucasian,-1,F,1,2
6587,African-American,-1,F,1,3
6588,African-American,-1,F,0,1
6589,African-American,0,F,1,2
6591,African-American,-1,F,0,1
6592,Caucasian,-1,M,0,1
6593,African-American,-1,M,0,1
6594,African-American,-1,M,0,2
6595,African-American,0,F,0,1
6596,African-American,-1,F,1,1
6597,African-American,-1,F,1,3
6600,Hispanic,0,F,1,1
6601,African-American,-1,F,0,1
6602,Caucasian,-39,F,1,1
6603,African-American,-31,F,1,3
6604,African-American,-1,F,1,1
6605,African-American,-6,F,0,3
6606,African-American,-1,F,0,2
6608,Caucasian,0,F,1,3
6611,African-American,-1,F,0,1
6613,African-American,-1,F,1,1
6614,Caucasian,-1,M,0,1
6615,Other,-1,F,0,1
6616,Caucasian,-1,M,1,1
6621,Hispanic,0,F,1,1
6624,Hispanic,-1,F,1,1
6626,African-American,-1,F,0,1
6627,Hispanic,-38,M,0,1
6629,Caucasian,0,M,1,2
6631,African-American,-1,F,1,2
6633,Caucasian,225,F,0,1
6634,African-American,-6,M,1,2
6636,Caucasian,-1,M,0,1
6637,Caucasian,-1,M,0,1
6638,African-American,0,F,1,1
6639,African-American,0,F,0,1
6641,African-American,-1,F,1,3
6642,Caucasian,-1,F,0,1
6645,African-American,-1,F,0,1
6646,African-American,-2,M,1,2
6649,Caucasian,-1,M,1,2
6650,African-American,-1,M,1,3
6651,African-American,-1,M,0,1
6652,African-American,-102,F,1,3
6653,Caucasian,-1,F,0,2
6654,African-American,0,F,1,2
6655,African-American,-10,F,0,1
6657,African-American,-1,F,1,2
6658,African-American,-1,F,1,1
6659,African-American,0,F,0,2
6660,Caucasian,-2,F,1,1
6661,Caucasian,0,F,0,1
6662,African-American,-1,F,0,1
6663,African-American,-1,F,0,1
6665,African-American,-1,F,0,3
6667,African-American,-23,F,0,1
6668,African-American,-1,M,1,1
6669,African-American,-45,F,0,3
6670,Caucasian,-12,M,1,2
6671,Caucasian,-1,F,1,2
6672,African-American,0,F,1,3
6679,Other,-1,M,1,2
6681,African-American,-1,M,1,3
6683,African-American,-1,M,1,2
6685,African-American,-1,M,0,2
6686,Caucasian,-19,F,1,1
6687,Caucasian,-1,F,1,3
6688,Caucasian,-1,F,0,1
6689,Caucasian,-2,M,0,1
6690,African-American,-1,F,1,3
6691,Caucasian,606,F,0,3
6692,Caucasian,-1,F,0,1
6693,Caucasian,-1,M,0,1
6695,African-American,-10,F,0,1
6696,African-American,-1,F,0,2
6697,Caucasian,-1,M,0,2
6698,African-American,-1,F,1,3
6699,Caucasian,-1,M,0,2
6701,African-American,-58,F,0,2
6702,African-American,0,M,0,1
6703,African-American,-10,F,0,1
6704,Caucasian,-1,F,0,2
6705,Caucasian,0,M,0,3
6706,African-American,-1,F,1,3
6708,African-American,-1,F,1,1
6712,Caucasian,,M,0,1
6713,Other,-1,F,0,1
6715,African-American,-1,M,0,2
6717,Caucasian,-13,F,0,2
6719,African-American,0,F,1,2
6721,African-American,-1,M,0,1
6722,Caucasian,-1,M,0,2
6726,Hispanic,-42,F,1,1
6729,Hispanic,-1,F,0,1
6730,African-American,-1,M,0,2
6731,Caucasian,0,M,0,1
6732,Caucasian,28,F,1,3
6733,African-American,-1,F,0,1
6735,Hispanic,-3,M,0,1
6737,African-American,-1,M,1,1
6739,African-American,-1,F,1,3
6740,African-American,-1,F,1,2
6741,African-American,-1,M,0,1
6744,African-American,-1,M,1,3
6747,African-American,-1,F,1,3
6748,Other,-1,M,0,1
6749,Caucasian,-1,M,0,3
6751,Caucasian,-1,F,1,1
6754,Hispanic,-2,M,0,1
6755,African-American,-1,M,1,1
6756,Caucasian,-1,F,1,1
6758,Caucasian,-3,M,1,1
6759,African-American,0,F,1,3
6760,African-American,-1,F,0,2
6762,Caucasian,,M,1,1
6763,Caucasian,-1,M,0,1
6765,Hispanic,-81,F,0,1
6766,African-American,-1,F,1,3
6769,Caucasian,0,F,0,1
6771,African-American,-4,F,0,2
6773,Caucasian,-1,M,0,1
6774,Hispanic,0,M,0,1
6775,African-American,-1,F,1,3
6776,Caucasian,-1,F,0,1
6778,African-American,-1,M,0,2
6780,African-American,-1,F,0,1
6781,Caucasian,-17,M,0,1
6782,Hispanic,0,F,1,3
6783,African-American,-1,M,1,3
6784,Other,0,M,0,1
6786,Hispanic,-2,F,0,1
6788,African-American,-1,F,0,1
6791,African-American,0,F,0,1
6793,Caucasian,-1,M,0,1
6794,Caucasian,-1,F,1,1
6796,African-American,-1,F,1,1
6798,Caucasian,-1,F,0,2
6800,African-American,-1,F,0,1
6801,Caucasian,-1,F,0,3
6802,Caucasian,-23,M,0,1
6803,African-American,-1,F,1,1
6804,Caucasian,0,F,1,1
6805,African-American,-1,F,1,1
6807,African-American,-54,F,1,3
6808,Other,-1,F,0,1
6809,African-American,0,F,0,2
6810,African-American,0,F,1,3
6811,African-American,-1,F,1,3
6812,Caucasian,-23,F,0,1
6813,Other,0,M,0,1
6815,African-American,-1,F,0,3
6816,African-American,0,M,0,1
6818,Caucasian,-1,M,1,1
6819,Hispanic,-1,M,1,1
6820,African-American,0,F,0,1
6824,Hispanic,-1,F,0,1
6825,African-American,0,F,1,3
6827,African-American,-1,F,1,1
6828,Caucasian,-1,F,0,1
6829,African-American,,M,1,1
6830,Caucasian,-1,F,1,3
6831,Caucasian,84,M,1,3
6834,Hispanic,-1,F,0,1
6836,Caucasian,-1,F,1,1
6837,Caucasian,-125,M,1,1
6838,Caucasian,-1,F,1,2
6840,African-American,-1,F,1,1
6846,African-American,0,M,1,2
6847,African-American,-1,F,0,2
6850,Caucasian,-1,F,1,3
6851,Caucasian,-1,F,1,3
6852,Other,-1,F,1,1
6855,Caucasian,-1,F,1,1
6857,African-American,0,M,0,1
6858,Caucasian,-4,M,0,1
6859,Caucasian,-1,F,1,1
6860,Hispanic,,M,1,3
6862,African-American,-1,F,1,1
6863,African-American,0,F,0,1
6864,African-American,0,M,1,3
6866,African-American,0,M,0,2
6870,Caucasian,-1,F,0,3
6872,African-American,,F,0,1
6875,Caucasian,0,F,0,3
6877,African-American,-1,F,0,1
6878,Caucasian,0,F,1,2
6881,Hispanic,-14,F,0,1
6882,African-American,-1,F,1,3
6883,Caucasian,-7,M,0,1
6884,Caucasian,-1,F,0,3
6885,Other,-1,M,1,1
6886,African-American,-2,F,1,3
6888,African-American,0,M,0,2
6889,Caucasian,-1,M,1,1
6892,African-American,-1,F,1,1
6893,African-American,0,F,0,2
6894,African-American,-1,M,0,2
6896,Hispanic,0,F,1,3
6898,African-American,,F,0,1
6899,Caucasian,0,M,0,1
6900,African-American,-1,F,1,1
6901,African-American,0,F,0,2
6904,African-American,-1,F,0,1
6906,Hispanic,-3,M,0,1
6908,African-American,0,F,1,2
6910,African-American,-1,F,1,3
6911,Hispanic,-2,M,1,1
6912,African-American,-79,F,0,2
6915,African-American,-1,F,1,2
6916,African-American,-1,F,0,2
6919,African-American,-2,F,1,1
6920,African-American,-1,M,0,2
6921,African-American,-1,F,0,1
6923,African-American,-1,F,0,1
6924,African-American,-1,F,1,3
6926,Caucasian,-1,F,1,1
6927,African-American,-1,M,1,2
6929,Caucasian,-1,F,0,1
6931,African-American,-1,M,0,1
6932,Caucasian,-1,F,1,2
6934,African-American,0,F,0,1
6935,Caucasian,115,F,1,2
6936,African-American,-1,F,1,2
